trade_date,close,vol,close-open,high-low,price_change,pct_chg,MA5,MA10,RSI6,MTM,MACD,prediction,p_change,origin,strategy
20200807,13.7,988678.37,-0.007246376811594305,0.020558002936857646,-0.20000000000000107,-1.4388,13.797999999999998,13.582000000000003,37.77777777777777,-0.33000000000000007,-0.6975071225071233,1,,,
20200806,13.9,1352510.68,0.005788712011577429,0.022710622710622748,0.14000000000000057,1.0174,13.725999999999999,13.562000000000003,45.945945945945944,-0.3600000000000012,-0.7656695156695158,-1,0.01459854014598548,1.0145985401459854,1.0145985401459854
20200805,13.76,1440203.13,-0.004341534008683104,0.016886930983847314,-0.27999999999999936,-1.9943,13.62,13.573000000000002,38.76221498371336,-0.41999999999999993,-0.8448860398860414,1,-0.010071942446043206,1.0043795620437954,1.0248175182481751
20200804,14.04,2445663.25,0.02781844802342599,0.049703264094955485,0.4499999999999993,3.3113,13.575999999999997,13.638000000000002,35.437760571768926,-0.7999999999999989,-0.876396011396013,1,0.02034883720930228,1.024817518248175,1.0456713630962484
20200803,13.59,1445096.16,0.008908685968819541,0.014147431124348436,0.25,1.8741,13.435999999999996,13.683000000000003,49.066852105925925,-0.08999999999999986,-1.0425925925925899,-1,-0.032051282051282,0.9919708029197077,1.012156255304702
20200731,13.34,1165821.91,0.0045180722891566645,0.021132075471698066,-0.02999999999999936,-0.2244,13.365999999999994,13.797000000000002,65.97418055531143,0.6699999999999999,-1.1899430199430188,-1,-0.01839587932303164,0.973722627737226,1.0307757596333391
20200730,13.37,964067.63,-0.009629629629629688,0.010471204188481718,-0.16999999999999993,-1.2555,13.397999999999993,13.877,74.07408116056277,1.040000000000001,-1.2699572649572661,-1,0.0022488755622188427,0.9759124087591237,1.028457673217372
20200729,13.54,1519580.25,0.014232209737827678,0.03179409538228614,0.1999999999999993,1.4993,13.525999999999993,13.955000000000002,75.47523918610085,0.9500000000000011,-1.2503846153846152,-1,0.01271503365744203,0.9883211678832112,1.0153807992871586
20200728,13.34,1217005.99,0.0,0.01896813353566009,0.09999999999999964,0.7553,13.699999999999994,14.028000000000002,79.46964296863666,1.3900000000000006,-1.1780056980056928,-1,-0.014771048744460806,0.973722627737226,1.0303790385676188
20200727,13.24,1880653.35,-0.0314557425018288,0.04427480916030535,-0.2599999999999998,-1.9259,13.929999999999993,14.162000000000003,53.6785408246695,0.9000000000000004,-1.0378062678062665,-1,-0.007496251874062942,0.9664233576642334,1.0381030193664764
20200724,13.5,1830881.83,-0.033643521832498254,0.042473919523099875,-0.5099999999999998,-3.6403,14.227999999999994,14.327000000000004,53.98229539836401,0.6500000000000004,-0.729373219373223,-1,0.01963746223564953,0.9854014598540143,1.0177173105269535
20200723,14.01,2027525.87,-0.016151685393258456,0.03475742215785653,-0.40000000000000036,-2.7759,14.355999999999995,14.463000000000005,57.95275374875695,0.2599999999999998,-0.3379487179487215,1,0.037777777777777764,1.0226277372262769,0.9792702121292686
20200722,14.41,1312951.59,-0.005521048999309873,0.026629292221443644,-0.08000000000000007,-0.5521,14.383999999999995,14.615000000000006,68.94022692599074,0.2699999999999996,0.04435897435897207,-1,0.02855103497501787,1.0518248175182476,1.0072293902057643
20200721,14.49,1252865.69,-0.012942779291553099,0.0194444444444444,-0.2400000000000002,-1.6293,14.355999999999995,14.750000000000005,73.23844374119804,0.40000000000000036,0.4783333333333306,-1,0.005551700208188763,1.057664233576642,1.0016375545904652
20200720,14.73,1979632.0,0.035137034434293744,0.0475177304964539,0.5899999999999999,4.1726,14.393999999999997,14.849000000000004,71.54125630243519,0.129999999999999,0.7271937321937318,-1,0.01656314699792962,1.0751824817518245,0.9850472845351366
20200717,14.14,1291346.77,-0.002117148906139687,0.02365591397849463,-0.009999999999999787,-0.0707,14.425999999999997,14.944000000000006,82.44423640535679,1.3899999999999988,0.8258831908831903,-1,-0.040054310930074666,1.0321167883211677,1.0245026747507326
20200716,14.15,1930891.29,-0.010489510489510514,0.03045325779036838,-0.11999999999999922,-0.8409,14.569999999999997,14.955000000000007,84.83723373922393,1.6099999999999994,0.9266381766381756,-1,0.0007072135785006921,1.032846715328467,1.0237781325479387
20200715,14.27,2042562.83,-0.0345060893098782,0.044272663387210046,-0.41000000000000014,-2.7929,14.845999999999995,14.883000000000006,70.74906250774582,1.2100000000000009,0.9908974358974341,-1,0.008480565371024679,1.0416058394160583,1.0150959151694403
20200714,14.68,1953566.27,-0.014765100671140983,0.04398625429553256,-0.21000000000000085,-1.4103,15.143999999999997,14.768000000000006,74.39380155557423,1.0,1.0423646723646698,-1,0.028731604765241777,1.0715328467153284,0.9859305805359806
20200713,14.89,1937160.12,0.012925170068027299,0.04000000000000001,0.030000000000001137,0.2019,15.303999999999997,14.580000000000007,35.954854901494535,-0.6400000000000006,1.041296296296294,1,0.01430517711171668,1.0868613138686132,0.9718266689615558
20200710,14.86,2158773.26,-0.03192182410423454,0.04878048780487809,-0.6699999999999999,-4.3142,15.461999999999998,14.37100000000001,26.524292458517827,-1.4299999999999997,0.9640598290598272,1,-0.002014775016789868,1.0846715328467154,0.9698686568682819
20200709,15.53,2243994.4,-0.008301404853129041,0.022860875244937927,-0.23000000000000043,-1.4594,15.339999999999998,14.16500000000001,23.703787386133058,-2.41,0.8568945868945832,1,0.04508748317631225,1.1335766423357663,1.013597593618063
20200708,15.76,2631339.16,0.03479973736047271,0.05055810899540378,0.27999999999999936,1.8088,14.919999999999998,13.872000000000009,20.944917258060215,-2.959999999999999,0.6940028490028445,1,0.014810045074050253,1.1503649635036495,1.0286090196664954
20200707,15.48,3964427.47,-0.050306748466257684,0.10645375914836991,-0.1999999999999993,-1.2755,14.392,13.560000000000008,20.944917258060215,-2.6799999999999997,0.4863532763532723,1,-0.017766497461928894,1.12992700729927,1.0103342401292734
20200706,15.68,4711460.78,0.07397260273972603,0.07470870459218643,1.4299999999999997,10.0351,13.855999999999998,13.29200000000001,20.944917258060215,-2.879999999999999,0.2682763532763508,1,0.012919896640826828,1.1445255474452554,1.023387654084432
20200703,14.25,3768333.63,0.050110537951363276,0.05604719764011798,0.8200000000000003,6.1057,13.279999999999996,13.000000000000009,18.606117555915795,-1.6500000000000004,0.004017094017094602,1,-0.09119897959183672,1.0401459854014596,0.9300557443050482
20200702,13.43,2590501.19,0.026758409785932694,0.0400925212027756,0.3100000000000005,2.3628,12.989999999999995,12.860000000000008,20.73049541535502,-0.7899999999999991,-0.18484330484330908,1,-0.05754385964912283,0.9802919708029195,0.8765367470888981
