,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,high_low,pct_high_low,amount_w,amount_y,pre_amount_y,amount_change,pct_amount_change,amount_w_1,amount_w_2,amount_w_3,amount_change_1,amount_change_2,amount_change_3,pct_amount_change_1,pct_amount_change_2,pct_amount_change_3,amount_up,MA5,MA10,MA20,MA30
10,399006.SZ,20200228,2071.566,1769.164,2293.462,1769.164,1927.741,143.825,0.0746,75740394028.0,1674195185102.86,524.298,25.31,167419518.51,16741.95,8380.2,8361.75,99.78,83801995.33,83572018.86,66547097.29,83617523.17999999,229976.4699999988,17024921.57,99.78,0.28,25.58,3,1826.7266000000004,1693.7632999999987,,
11,399006.SZ,20200123,1927.741,1811.219,2004.393,1797.542,1798.118,129.623,0.0721,43295697586.0,838019953338.04,206.8510000000001,10.73,83801995.33,8380.2,8357.2,23.0,0.28,83572018.86,66547097.29,56338964.53,229976.4699999988,17024921.57,10208132.759999998,0.28,25.58,18.12,3,1737.9224000000002,1648.9847999999988,,
12,399006.SZ,20191231,1798.118,1670.156,1807.949,1647.669,1664.896,133.222,0.08,44932135919.0,835720188618.45,160.27999999999997,8.91,83572018.86,8357.2,6654.71,1702.49,25.58,66547097.29,56338964.53,75273582.42,17024921.57,10208132.759999998,-18934617.89,25.58,18.12,-25.15,2,1674.5538000000001,1625.5653999999986,,
13,399006.SZ,20191129,1664.896,1667.855,1745.093,1647.288,1671.312,-6.416,-0.0038,36652597467.0,665470972895.87,97.80500000000006,5.87,66547097.29,6654.71,5633.9,1020.81,18.12,56338964.53,75273582.42,60580017.71,10208132.759999998,-18934617.89,14693564.71,18.12,-25.15,24.25,1,1629.0088,1599.3215999999984,,
14,399006.SZ,20191031,1671.312,1631.915,1706.307,1601.808,1627.545,43.767,0.0269,33975860532.0,563389645307.46,104.49900000000002,6.25,56338964.53,5633.9,7527.36,-1893.46,-25.15,75273582.42,60580017.71,50388521.28,-18934617.89,14693564.71,10191496.43,-25.15,24.25,20.23,0,1598.331,1555.6306999999983,,
15,399006.SZ,20190930,1627.545,1614.028,1736.178,1610.81,1610.898,16.647,0.0103,45142481752.0,752735824221.3,125.36800000000017,7.7,75273582.42,7527.36,6058.0,1469.36,24.25,60580017.71,50388521.28,41232444.53,14693564.71,10191496.43,9156076.75,24.25,20.23,22.21,3,1560.8,,,
16,399006.SZ,20190830,1610.898,1562.533,1646.869,1478.543,1570.393,40.505,0.0258,38135065550.0,605800177054.7,168.32600000000002,10.45,60580017.71,6058.0,5038.85,1019.15,20.23,50388521.28,41232444.53,46500813.18,10191496.43,9156076.75,-5268368.6499999985,20.23,22.21,-11.33,2,1560.0471999999997,,,
17,399006.SZ,20190731,1570.393,1545.06,1593.694,1495.227,1511.507,58.886,0.039,31038879254.0,503885212828.89,98.46699999999987,6.27,50388521.28,5038.85,4123.24,915.61,22.21,41232444.53,46500813.18,83352313.01,9156076.75,-5268368.6499999985,-36851499.830000006,22.21,-11.33,-44.21,1,1576.5769999999998,,,
18,399006.SZ,20190628,1511.507,1489.429,1534.49,1410.57,1483.657,27.85,0.0188,27514625342.0,412324445261.51,123.92000000000007,8.2,41232444.53,4123.24,4650.08,-526.84,-11.33,46500813.18,83352313.01,110353637.13,-5268368.6499999985,-36851499.830000006,-27001324.11999999,-11.33,-44.21,-24.47,0,1569.6343999999997,,,
19,399006.SZ,20190531,1483.657,1551.719,1563.611,1437.928,1623.781,-140.124,-0.0863,33115917974.0,465008131787.36,125.68299999999999,8.47,46500813.18,4650.08,8335.23,-3685.15,-44.21,83352313.01,110353637.13,53778271.3,-36851499.830000006,-27001324.11999999,56575365.83,-44.21,-24.47,105.2,0,1512.9304,,,
20,399006.SZ,20190430,1623.781,1710.158,1792.027,1608.72,1693.547,-69.766,-0.0412,53579759929.0,833523130080.93,183.30700000000002,11.29,83352313.01,8335.23,11035.36,-2700.13,-24.47,110353637.13,53778271.3,36228502.7,-27001324.11999999,56575365.83,17549768.599999994,-24.47,105.2,48.44,0,,,,
21,399006.SZ,20190329,1693.547,1558.898,1789.155,1532.454,1535.68,157.867,0.1028,72353356448.0,1103536371326.27,256.701,15.16,110353637.13,11035.36,5377.83,5657.53,105.2,53778271.3,36228502.7,,56575365.83,17549768.599999994,,105.2,48.44,,1,,,,
22,399006.SZ,20190228,1535.68,1233.384,1581.833,1233.384,1227.987,307.693,0.2506,39142921534.0,537782712986.24,348.44900000000007,22.69,53778271.3,5377.83,3622.85,1754.98,48.44,36228502.7,,,17549768.599999994,,,48.44,,,1,,,,
23,399006.SZ,20190131,1227.987,1250.623,1285.311,1201.804,1250.525,-22.538,-0.018,28857240969.0,362285026987.43,83.50699999999983,6.8,36228502.7,3622.85,,,,,,,,,,,,,0,,,,
